# TITLE= "sv_lk02_opt.IP_direct.dat"
# Coord_Sys CYLIND
1.4000e+09 3.5000e+08 0.00e+00  -2   0   0
1.4000e+09 8.0805e+08 0.00e+00  -1   0   1
1.4000e+09 1.0575e+09 0.00e+00  -1   0   2
1.4000e+09 1.3840e+09 0.00e+00  -1   0   3
1.4000e+09 1.8113e+09 0.00e+00  -1   0   4
1.4000e+09 2.3705e+09 0.00e+00  -1   0   5
1.4000e+09 3.1023e+09 0.00e+00  -1   0   6
1.4000e+09 4.0600e+09 0.00e+00  -1   0   7
1.4000e+09 5.3135e+09 0.00e+00  -1   0   8
1.4000e+09 6.9539e+09 0.00e+00  -1   0   9
1.4000e+09 9.1007e+09 0.00e+00  -1   0  10
1.4000e+09 1.1910e+10 0.00e+00  -1   0  11
1.4000e+09 1.5587e+10 0.00e+00  -1   0  12
1.4000e+09 2.0399e+10 0.00e+00  -1   0  13
1.4000e+09 2.6697e+10 0.00e+00  -1   0  14
1.4000e+09 3.4939e+10 0.00e+00  -1   0  15
1.4000e+09 4.5726e+10 0.00e+00  -1   0  16
1.4000e+09 5.9843e+10 0.00e+00  -1   0  17
1.4000e+09 7.8318e+10 0.00e+00  -1   0  18
1.4000e+09 1.0250e+11 0.00e+00  -1   0  19
1.4000e+09 1.3414e+11 0.00e+00  -1   0  20
1.4000e+09 1.7555e+11 0.00e+00  -1   0  21
1.4000e+09 2.2975e+11 0.00e+00  -1   0  22
1.4000e+09 3.0068e+11 0.00e+00  -1   0  23
1.4000e+09 3.9350e+11 0.00e+00  -1   0  24
1.4000e+09 5.1499e+11 0.00e+00  -1   0  25
1.4000e+09 6.7398e+11 0.00e+00  -1   0  26
1.4000e+09 8.8205e+11 0.00e+00  -1   0  27
1.4000e+09 1.1544e+12 0.00e+00  -1   0  28
1.4000e+09 1.5107e+12 0.00e+00  -1   0  29
3.1405e+09 3.5000e+08 9.40e-01   1   1   0
3.1405e+09 8.0805e+08 1.98e+00   1   1   1
3.1405e+09 1.0575e+09 2.79e+00   1   1   2
3.1405e+09 1.3840e+09 4.18e+00   1   1   3
3.1405e+09 1.8113e+09 6.19e+00   1   1   4
3.1405e+09 2.3705e+09 0.00e+00  -1   1   5
3.1405e+09 3.1023e+09 0.00e+00  -1   1   6
3.1405e+09 4.0600e+09 0.00e+00  -1   1   7
3.1405e+09 5.3135e+09 0.00e+00  -1   1   8
3.1405e+09 6.9539e+09 0.00e+00  -1   1   9
